OBJECTID,EVENT_UNIQUE_ID,OCC_DATE,OCC_YEAR,OCC_MONTH,OCC_DOW,OCC_DAY,OCC_DOY,OCC_HOUR,REPORT_DATE,REPORT_YEAR,REPORT_MONTH,REPORT_DOW,REPORT_DAY,REPORT_DOY,REPORT_HOUR,DIVISION,LOCATION_TYPE,PREMISES_TYPE,BIKE_MAKE,BIKE_MODEL,BIKE_TYPE,BIKE_SPEED,BIKE_COLOUR,BIKE_COST,STATUS,PRIMARY_OFFENCE,HOOD_158,NEIGHBOURHOOD_158,HOOD_140,NEIGHBOURHOOD_140,LONG_WGS84,LAT_WGS84,x,y
27303,GO-20219017389,7/12/2021 4:00:00 AM,2021,July,Monday,12,193,21,7/13/2021 4:00:00 AM,2021,July,Tuesday,13,194,15,D52,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,UK,MAX,SC,25,GRY,1500,STOLEN,THEFT UNDER,170,Yonge-Bay Corridor (170),076,Bay Street Corridor (76),-79.3858482454299,43.6608113999152,-8837192.20282549,5413101.13148881
27304,GO-20219017487,7/10/2021 4:00:00 AM,2021,July,Saturday,10,191,5,7/13/2021 4:00:00 AM,2021,July,Tuesday,13,194,11,D51,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,EM,S URBAN,EL,32,BLU,1900,STOLEN,THEFT OF EBIKE UNDER $5000,073,Moss Park (73),073,Moss Park (73),-79.3691329532559,43.6533743924781,-8835331.46503158,5411956.83033771
27305,GO-20219017447,7/11/2021 4:00:00 AM,2021,July,Sunday,11,192,23,7/13/2021 4:00:00 AM,2021,July,Tuesday,13,194,17,D53,Convenience Stores,Commercial,GI,ROVE 3,RG,10,WHI,1000,STOLEN,THEFT UNDER,056,Leaside-Bennington (56),056,Leaside-Bennington (56),-79.3632059050106,43.7030899783177,-8834671.66906632,5419609.05365478
27306,GO-20219017393,7/13/2021 4:00:00 AM,2021,July,Tuesday,13,194,11,7/13/2021 4:00:00 AM,2021,July,Tuesday,13,194,13,D32,Bar / Restaurant,Commercial,SU,,MT,12,PLE,150,STOLEN,THEFT UNDER,027,York University Heights (27),027,York University Heights (27),-79.4661185479469,43.757495962682,-8846127.85208127,5427990.49896374
27307,GO-20211312453,7/13/2021 4:00:00 AM,2021,July,Tuesday,13,194,3,7/13/2021 4:00:00 AM,2021,July,Tuesday,13,194,9,D53,"Single Home, House (Attach Garage, Cottage, Mobile)",House,CANNONDALE,CAAD8,RC,21,WHI,1000,STOLEN,B&E,056,Leaside-Bennington (56),056,Leaside-Bennington (56),-79.3626864062921,43.7000772832006,-8834613.83870217,5419145.15908663
27308,GO-20219017381,6/6/2021 4:00:00 AM,2021,June,Sunday,6,157,19,7/13/2021 4:00:00 AM,2021,July,Tuesday,13,194,12,D11,"Apartment (Rooming House, Condo)",Apartment,RA,HUCK DS 29"",MT,21,BLU,621.489990234375,STOLEN,THEFT UNDER,088,High Park North (88),088,High Park North (88),-79.4639087173959,43.6578669324634,-8845881.85481961,5412648.06162965
27309,GO-20219017428,7/13/2021 4:00:00 AM,2021,July,Tuesday,13,194,4,7/13/2021 4:00:00 AM,2021,July,Tuesday,13,194,13,D51,"Apartment (Rooming House, Condo)",Apartment,UK,ICONIC,RG,3,BLK,1200,STOLEN,THEFT UNDER,168,Downtown Yonge East (168),075,Church-Yonge Corridor (75),-79.3765288494112,43.6566318957356,-8836154.77240826,5412458.03133824
27310,GO-20219017452,6/27/2021 4:00:00 AM,2021,June,Sunday,27,178,3,7/13/2021 4:00:00 AM,2021,July,Tuesday,13,194,19,D41,"Single Home, House (Attach Garage, Cottage, Mobile)",House,UK,54510C,MT,18,BLU,108,STOLEN,THEFT UNDER - BICYCLE,126,Dorset Park (126),126,Dorset Park (126),-79.2736312220244,43.7459957640322,-8824700.26096679,5426218.21557938
27311,GO-20211314602,7/13/2021 4:00:00 AM,2021,July,Tuesday,13,194,0,7/13/2021 4:00:00 AM,2021,July,Tuesday,13,194,15,D55,"Private Property Structure (Pool, Shed, Detached Garage)",Other,BRODIE,TORQUE,TO,12,BRNBGE,1200,STOLEN,THEFT UNDER - BICYCLE,065,Greenwood-Coxwell (65),065,Greenwood-Coxwell (65),-79.3271494210044,43.6770359932206,-8830657.87962764,5415598.03342443
27312,GO-20211284312,7/4/2021 4:00:00 AM,2021,July,Sunday,4,185,23,7/13/2021 4:00:00 AM,2021,July,Tuesday,13,194,8,D31,"Apartment (Rooming House, Condo)",Apartment,UNKNOWN,MOUNTAIN,MT,21,BLU,600,STOLEN,THEFT UNDER - BICYCLE,155,Downsview (155),026,Downsview-Roding-CFB (26),-79.479924942226,43.7257435478225,-8847664.77283104,5423097.99576603
27313,GO-20219017407,7/13/2021 4:00:00 AM,2021,July,Tuesday,13,194,10,7/13/2021 4:00:00 AM,2021,July,Tuesday,13,194,12,D53,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,OT,PRINCESS,RG,3,DGR,1200,STOLEN,THEFT UNDER,098,Rosedale-Moore Park (98),098,Rosedale-Moore Park (98),-79.3841910505493,43.6708037100493,-8837007.72483326,5414638.82940344
27314,GO-20211312130,6/1/2021 4:00:00 AM,2021,June,Tuesday,1,152,12,7/13/2021 4:00:00 AM,2021,July,Tuesday,13,194,9,D31,"Apartment (Rooming House, Condo)",Apartment,UNKNOWN,MOUNTAIN,MT,21,ONG,600,STOLEN,THEFT UNDER - BICYCLE,155,Downsview (155),026,Downsview-Roding-CFB (26),-79.479924942226,43.7257435478225,-8847664.77283104,5423097.99576603
27315,GO-20211312307,7/12/2021 4:00:00 AM,2021,July,Monday,12,193,12,7/13/2021 4:00:00 AM,2021,July,Tuesday,13,194,9,D52,Universities / Colleges,Educational,UNKNOWN MAKE,,MT,0,,400,STOLEN,THEFT UNDER - BICYCLE,079,University (79),079,University (79),-79.3945816421291,43.6625577026332,-8838164.40013242,5413369.84833753
27316,GO-20219017428,7/13/2021 4:00:00 AM,2021,July,Tuesday,13,194,4,7/13/2021 4:00:00 AM,2021,July,Tuesday,13,194,13,D51,"Apartment (Rooming House, Condo)",Apartment,UK,ELECTRIC  BIKE,EL,30,BLK,1200,STOLEN,THEFT UNDER,168,Downtown Yonge East (168),075,Church-Yonge Corridor (75),-79.3765288494112,43.6566318957356,-8836154.77240826,5412458.03133824
27317,GO-20211291618,7/9/2021 4:00:00 AM,2021,July,Friday,9,190,18,7/13/2021 4:00:00 AM,2021,July,Tuesday,13,194,11,D51,Bar / Restaurant,Commercial,GENISIS,STREET BIKE,OT,1,BLK,555,STOLEN,THEFT UNDER - BICYCLE,168,Downtown Yonge East (168),075,Church-Yonge Corridor (75),-79.3784277450713,43.6504100895137,-8836366.15654405,5411500.76515161
27318,GO-20219017359,7/12/2021 4:00:00 AM,2021,July,Monday,12,193,10,7/13/2021 4:00:00 AM,2021,July,Tuesday,13,194,8,D52,Go Station,Transit,UK,LAKESHORE,RG,1,ONG,1000,STOLEN,THEFT UNDER,166,St Lawrence-East Bayfront-The Islands (166),077,Waterfront Communities-The Island (77),-79.3779175452756,43.6431728822766,-8836309.36133985,5410387.3973746
27319,GO-20219017359,7/12/2021 4:00:00 AM,2021,July,Monday,12,193,10,7/13/2021 4:00:00 AM,2021,July,Tuesday,13,194,8,D52,Go Station,Transit,OT,LAKESHORE,RG,1,ONG,0,STOLEN,THEFT UNDER,166,St Lawrence-East Bayfront-The Islands (166),077,Waterfront Communities-The Island (77),-79.3779175452756,43.6431728822766,-8836309.36133985,5410387.3973746
27320,GO-20219017558,7/13/2021 4:00:00 AM,2021,July,Tuesday,13,194,10,7/14/2021 4:00:00 AM,2021,July,Wednesday,14,195,23,D14,"Private Property Structure (Pool, Shed, Detached Garage)",Other,UK,,RG,12,DGR,649,STOLEN,THEFT UNDER,095,Annex (95),095,Annex (95),-79.4060356402198,43.6721819160754,-8839439.45335733,5414850.93903865
27321,GO-20219017482,7/12/2021 4:00:00 AM,2021,July,Monday,12,193,23,7/14/2021 4:00:00 AM,2021,July,Wednesday,14,195,10,D11,"Single Home, House (Attach Garage, Cottage, Mobile)",House,CA,,RG,7,BLU,630,STOLEN,THEFT FROM MOTOR VEHICLE UNDER,089,Runnymede-Bloor West Village (89),089,Runnymede-Bloor West Village (89),-79.4810168252816,43.6578463694801,-8847786.32069061,5412644.89764706
27322,GO-20219017571,7/10/2021 4:00:00 AM,2021,July,Saturday,10,191,17,7/14/2021 4:00:00 AM,2021,July,Wednesday,14,195,17,D14,"Apartment (Rooming House, Condo)",Apartment,NO,,RG,10,OTH,500,STOLEN,THEFT UNDER,084,Little Portugal (84),084,Little Portugal (84),-79.427105224297,43.642516787878,-8841784.90871943,5410286.47089473
27323,GO-20219017596,7/14/2021 4:00:00 AM,2021,July,Wednesday,14,195,20,7/14/2021 4:00:00 AM,2021,July,Wednesday,14,195,22,D51,Bar / Restaurant,Commercial,IN,INFINITY+,EL,48,SIL,3200,STOLEN,THEFT UNDER,167,Church-Wellesley (167),075,Church-Yonge Corridor (75),-79.3834799472795,43.6639921030958,-8836928.56509808,5413590.57615998
27324,GO-20219017587,7/14/2021 4:00:00 AM,2021,July,Wednesday,14,195,9,7/14/2021 4:00:00 AM,2021,July,Wednesday,14,195,20,D14,"Hospital / Institutions / Medical Facilities (Clinic, Dentist, Morgue)",Other,OT,DIVERGE,OT,22,BLK,2000,STOLEN,THEFT UNDER,079,University (79),079,University (79),-79.4031609347307,43.6573596990392,-8839119.44266055,5412570.0151444
27325,GO-20219017571,7/10/2021 4:00:00 AM,2021,July,Saturday,10,191,17,7/14/2021 4:00:00 AM,2021,July,Wednesday,14,195,17,D14,"Apartment (Rooming House, Condo)",Apartment,NO,STEP-THRU,RG,10,OTH,500,STOLEN,THEFT UNDER,084,Little Portugal (84),084,Little Portugal (84),-79.427105224297,43.642516787878,-8841784.90871943,5410286.47089473
27326,GO-20211318917,6/23/2021 4:00:00 AM,2021,June,Wednesday,23,174,8,7/14/2021 4:00:00 AM,2021,July,Wednesday,14,195,7,D14,"Single Home, House (Attach Garage, Cottage, Mobile)",House,UNKNOWN MAKE,,OT,21,,600,STOLEN,B&E W'INTENT,080,Palmerston-Little Italy (80),080,Palmerston-Little Italy (80),-79.4244017265035,43.6622521094899,-8841483.95681003,5413322.82371352
27327,GO-20211321038,7/14/2021 4:00:00 AM,2021,July,Wednesday,14,195,12,7/14/2021 4:00:00 AM,2021,July,Wednesday,14,195,13,D55,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,GT,VERB ELITE,MT,13,ONG,4000,STOLEN,THEFT UNDER - BICYCLE,062,East End-Danforth (62),062,East End-Danforth (62),-79.3029697505441,43.6879133241256,-8827966.21107569,5417272.3905312
27328,GO-20211321038,7/14/2021 4:00:00 AM,2021,July,Wednesday,14,195,12,7/14/2021 4:00:00 AM,2021,July,Wednesday,14,195,13,D55,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,GT,VERB ELITE,MT,13,ONG,4000,STOLEN,THEFT UNDER - BICYCLE,062,East End-Danforth (62),062,East End-Danforth (62),-79.3029697505441,43.6879133241256,-8827966.21107569,5417272.3905312
27329,GO-20219017493,7/13/2021 4:00:00 AM,2021,July,Tuesday,13,194,22,7/14/2021 4:00:00 AM,2021,July,Wednesday,14,195,12,D55,"Private Property Structure (Pool, Shed, Detached Garage)",Other,OT,SIRRUS 1.0,RG,7,DGR,700,STOLEN,THEFT UNDER,065,Greenwood-Coxwell (65),065,Greenwood-Coxwell (65),-79.3282482270055,43.6823609045953,-8830780.19815204,5416417.6638714
27330,GO-20219017507,7/12/2021 4:00:00 AM,2021,July,Monday,12,193,22,7/14/2021 4:00:00 AM,2021,July,Wednesday,14,195,10,D52,"Religious Facilities (Synagogue, Church, Convent, Mosque)",Other,UK,,RG,24,BLK,0,STOLEN,THEFT UNDER,170,Yonge-Bay Corridor (170),076,Bay Street Corridor (76),-79.3860014435204,43.6552361943399,-8837209.25686016,5412243.28468471
27331,GO-20219017519,7/14/2021 4:00:00 AM,2021,July,Wednesday,14,195,15,7/14/2021 4:00:00 AM,2021,July,Wednesday,14,195,19,D51,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,GI,,TO,18,PNK,500,STOLEN,THEFT UNDER - BICYCLE,072,Regent Park (72),072,Regent Park (72),-79.3577565622707,43.6570897961935,-8834065.0509784,5412528.48621352
27332,GO-20219017493,7/13/2021 4:00:00 AM,2021,July,Tuesday,13,194,22,7/14/2021 4:00:00 AM,2021,July,Wednesday,14,195,12,D55,"Private Property Structure (Pool, Shed, Detached Garage)",Other,OT,,MT,5,RED,600,STOLEN,THEFT UNDER,065,Greenwood-Coxwell (65),065,Greenwood-Coxwell (65),-79.3282482270055,43.6823609045953,-8830780.19815204,5416417.6638714
27333,GO-20211306222,6/23/2021 4:00:00 AM,2021,June,Wednesday,23,174,14,7/14/2021 4:00:00 AM,2021,July,Wednesday,14,195,16,D42,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,LECTRON,C5-12,EL,20,BLK,349.989990234375,STOLEN,THEFT UNDER - SHOPLIFTING,145,Malvern West (145),132,Malvern (132),-79.2217296778245,43.8091294110994,-8818922.60751733,5435951.87562514
27334,GO-20219017558,7/13/2021 4:00:00 AM,2021,July,Tuesday,13,194,10,7/14/2021 4:00:00 AM,2021,July,Wednesday,14,195,23,D14,"Private Property Structure (Pool, Shed, Detached Garage)",Other,UK,?,BM,10,WHI,149,STOLEN,THEFT UNDER,095,Annex (95),095,Annex (95),-79.4060356402198,43.6721819160754,-8839439.45335733,5414850.93903865
27335,GO-20219017566,7/12/2021 4:00:00 AM,2021,July,Monday,12,193,1,7/14/2021 4:00:00 AM,2021,July,Wednesday,14,195,22,D55,"Single Home, House (Attach Garage, Cottage, Mobile)",House,KH,,MT,30,BLK,1100,STOLEN,THEFT UNDER,065,Greenwood-Coxwell (65),065,Greenwood-Coxwell (65),-79.3212913252436,43.6748773965317,-8830005.7593639,5415265.79494295
27336,GO-20219017564,7/14/2021 4:00:00 AM,2021,July,Wednesday,14,195,2,7/14/2021 4:00:00 AM,2021,July,Wednesday,14,195,17,NSA,"Apartment (Rooming House, Condo)",Apartment,OT,LASER DX,MT,18,RED,0,STOLEN,THEFT UNDER - BICYCLE,NSA,NSA,NSA,NSA,0,0,6.32778044253391E-09,5.6649236412909E-09
27337,GO-20219017613,6/14/2021 4:00:00 AM,2021,June,Monday,14,165,14,7/15/2021 4:00:00 AM,2021,July,Thursday,15,196,14,D55,"Single Home, House (Attach Garage, Cottage, Mobile)",House,FJ,FEATHER,RG,2,BLK,1600,STOLEN,THEFT UNDER,070,South Riverdale (70),070,South Riverdale (70),-79.3302762974523,43.6609528426583,-8831005.96187173,5413122.89610196
27338,GO-20219017680,7/7/2021 4:00:00 AM,2021,July,Wednesday,7,188,17,7/15/2021 4:00:00 AM,2021,July,Thursday,15,196,18,D53,"Apartment (Rooming House, Condo)",Apartment,TR,DUAL SPORT 8.3,OT,27,BLK,800,STOLEN,THEFT UNDER,173,North Toronto (173),104,Mount Pleasant West (104),-79.3944192481338,43.7120734007021,-8838146.32251503,5420992.45892291
27339,GO-20219017649,7/1/2021 4:00:00 AM,2021,July,Thursday,1,182,23,7/15/2021 4:00:00 AM,2021,July,Thursday,15,196,14,D51,"Apartment (Rooming House, Condo)",Apartment,SU,,RG,10,BLU,500,STOLEN,THEFT UNDER - BICYCLE,166,St Lawrence-East Bayfront-The Islands (166),077,Waterfront Communities-The Island (77),-79.3686042514844,43.6457976849013,-8835272.61019416,5410791.18000519
27340,GO-20219017696,7/12/2021 4:00:00 AM,2021,July,Monday,12,193,21,7/15/2021 4:00:00 AM,2021,July,Thursday,15,196,21,D55,"Apartment (Rooming House, Condo)",Apartment,GI,ESCAPE 2 CITY,RG,24,GRY,550,STOLEN,THEFT UNDER,070,South Riverdale (70),070,South Riverdale (70),-79.352231768208,43.6583271974309,-8833450.03372358,5412718.88185417
27341,GO-20219017649,7/1/2021 4:00:00 AM,2021,July,Thursday,1,182,23,7/15/2021 4:00:00 AM,2021,July,Thursday,15,196,14,D51,"Apartment (Rooming House, Condo)",Apartment,SP,,RG,10,BLK,500,STOLEN,THEFT UNDER - BICYCLE,166,St Lawrence-East Bayfront-The Islands (166),077,Waterfront Communities-The Island (77),-79.3686042514844,43.6457976849013,-8835272.61019416,5410791.18000519
27342,GO-20219017553,7/14/2021 4:00:00 AM,2021,July,Wednesday,14,195,15,7/15/2021 4:00:00 AM,2021,July,Thursday,15,196,0,D14,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,GT,AGGRESSOR,MT,21,BLK,900,STOLEN,THEFT UNDER,164,Wellington Place (164),077,Waterfront Communities-The Island (77),-79.4018319327213,43.6454807851952,-8838971.49883465,5410742.42923279
27343,GO-20219017743,6/24/2021 4:00:00 AM,2021,June,Thursday,24,175,17,7/16/2021 4:00:00 AM,2021,July,Friday,16,197,12,D55,"Other Non Commercial / Corporate Places (Non-Profit, Gov'T, Firehall)",Other,CC,700 AVENUE,RG,10,LBL,300,STOLEN,THEFT UNDER,054,O'Connor-Parkview (54),054,O'Connor-Parkview (54),-79.2969348600702,43.7013572051064,-8827294.41008258,5419342.23853982
27344,GO-20219017724,7/16/2021 4:00:00 AM,2021,July,Friday,16,197,10,7/16/2021 4:00:00 AM,2021,July,Friday,16,197,11,D55,"Single Home, House (Attach Garage, Cottage, Mobile)",House,CC,,RG,21,BLU,350,STOLEN,THEFT UNDER,066,Danforth (66),066,Danforth (66),-79.3275013290976,43.6833949080498,-8830697.05384701,5416576.82992981
27345,GO-20219017724,7/16/2021 4:00:00 AM,2021,July,Friday,16,197,10,7/16/2021 4:00:00 AM,2021,July,Friday,16,197,11,D55,"Single Home, House (Attach Garage, Cottage, Mobile)",House,CC,,RG,21,BLU,350,STOLEN,THEFT UNDER,066,Danforth (66),066,Danforth (66),-79.3275013290976,43.6833949080498,-8830697.05384701,5416576.82992981
27346,GO-20219017801,7/16/2021 4:00:00 AM,2021,July,Friday,16,197,4,7/16/2021 4:00:00 AM,2021,July,Friday,16,197,15,D52,"Apartment (Rooming House, Condo)",Apartment,OT,,RG,10,BLK,3000,STOLEN,THEFT UNDER,165,Harbourfront-CityPlace (165),077,Waterfront Communities-The Island (77),-79.3831355417969,43.6402723789105,-8836890.22610885,5409941.22336647
27347,GO-20211309318,7/12/2021 4:00:00 AM,2021,July,Monday,12,193,19,7/16/2021 4:00:00 AM,2021,July,Friday,16,197,14,D51,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,UNKNOWN MAKE,ZIZZO,FO,12,WHI,360,STOLEN,THEFT UNDER - BICYCLE,073,Moss Park (73),073,Moss Park (73),-79.3691329532559,43.6533743924781,-8835331.46503158,5411956.83033771
27348,GO-20219017724,7/16/2021 4:00:00 AM,2021,July,Friday,16,197,10,7/16/2021 4:00:00 AM,2021,July,Friday,16,197,11,D55,"Single Home, House (Attach Garage, Cottage, Mobile)",House,NA,,MT,18,BLK,316.390014648438,STOLEN,THEFT UNDER,066,Danforth (66),066,Danforth (66),-79.3275013290976,43.6833949080498,-8830697.05384701,5416576.82992981
27349,GO-20219017837,7/16/2021 4:00:00 AM,2021,July,Friday,16,197,18,7/16/2021 4:00:00 AM,2021,July,Friday,16,197,18,D51,Bar / Restaurant,Commercial,UK,,EL,8,BLK,3000,STOLEN,THEFT UNDER,168,Downtown Yonge East (168),075,Church-Yonge Corridor (75),-79.3756368500693,43.6568224959262,-8836055.4755338,5412487.35798017
27350,GO-20219017724,7/16/2021 4:00:00 AM,2021,July,Friday,16,197,10,7/16/2021 4:00:00 AM,2021,July,Friday,16,197,11,D55,"Single Home, House (Attach Garage, Cottage, Mobile)",House,OT,,RG,21,BLU,480,STOLEN,THEFT UNDER,066,Danforth (66),066,Danforth (66),-79.3275013290976,43.6833949080498,-8830697.05384701,5416576.82992981
27351,GO-20219017836,7/16/2021 4:00:00 AM,2021,July,Friday,16,197,14,7/16/2021 4:00:00 AM,2021,July,Friday,16,197,18,D23,"Single Home, House (Attach Garage, Cottage, Mobile)",House,CC,,MT,21,BLU,600,STOLEN,THEFT UNDER,001,West Humber-Clairville (1),001,West Humber-Clairville (1),-79.5967543626416,43.740320870543,-8860670.16448643,5425343.78934406
27352,GO-20219017724,7/16/2021 4:00:00 AM,2021,July,Friday,16,197,10,7/16/2021 4:00:00 AM,2021,July,Friday,16,197,11,D55,"Single Home, House (Attach Garage, Cottage, Mobile)",House,NA,,MT,21,BLK,316,STOLEN,THEFT UNDER,066,Danforth (66),066,Danforth (66),-79.3275013290976,43.6833949080498,-8830697.05384701,5416576.82992981
27353,GO-20219017724,7/16/2021 4:00:00 AM,2021,July,Friday,16,197,10,7/16/2021 4:00:00 AM,2021,July,Friday,16,197,11,D55,"Single Home, House (Attach Garage, Cottage, Mobile)",House,OT,,RG,21,BLU,480,STOLEN,THEFT UNDER,066,Danforth (66),066,Danforth (66),-79.3275013290976,43.6833949080498,-8830697.05384701,5416576.82992981
27354,GO-20211328758,7/16/2021 4:00:00 AM,2021,July,Friday,16,197,7,7/16/2021 4:00:00 AM,2021,July,Friday,16,197,7,D55,"Apartment (Rooming House, Condo)",Apartment,UNKNOWN MAKE,,MT,18,,,UNKNOWN,INCIDENT,063,The Beaches (63),063,The Beaches (63),-79.3049960402169,43.6728157172513,-8828191.77653537,5414948.48436379
27355,GO-20219017711,7/13/2021 4:00:00 AM,2021,July,Tuesday,13,194,19,7/16/2021 4:00:00 AM,2021,July,Friday,16,197,9,D14,"Apartment (Rooming House, Condo)",Apartment,UK,,RC,18,SIL,100,STOLEN,THEFT UNDER,078,Kensington-Chinatown (78),078,Kensington-Chinatown (78),-79.4043421329364,43.6531577942127,-8839250.93302043,5411923.50543797
27356,GO-20211343306,7/16/2021 4:00:00 AM,2021,July,Friday,16,197,8,7/17/2021 4:00:00 AM,2021,July,Saturday,17,198,14,D43,"Single Home, House (Attach Garage, Cottage, Mobile)",House,RALEIGH,,MT,7,RED,500,STOLEN,THEFT UNDER - BICYCLE,157,Bendale South (157),127,Bendale (127),-79.2485043539166,43.7461291767748,-8821903.1508158,5426238.77376204
27357,GO-20211337833,7/16/2021 4:00:00 AM,2021,July,Friday,16,197,16,7/17/2021 4:00:00 AM,2021,July,Saturday,17,198,15,D52,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,OTHER,TAOLEO,EL,3,RED,6000,STOLEN,THEFT OVER - BICYCLE,170,Yonge-Bay Corridor (170),076,Bay Street Corridor (76),-79.383092246615,43.6613701004739,-8836885.4065315,5413187.10203257
27358,GO-20211342212,7/16/2021 4:00:00 AM,2021,July,Friday,16,197,17,7/17/2021 4:00:00 AM,2021,July,Saturday,17,198,12,D51,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,OTHER,VELEC CITY PRO,EL,1,SIL,,STOLEN,ROBBERY WITH WEAPON,168,Downtown Yonge East (168),075,Church-Yonge Corridor (75),-79.3765288494112,43.6566318957356,-8836154.77240826,5412458.03133824
27359,GO-20219017941,7/16/2021 4:00:00 AM,2021,July,Friday,16,197,19,7/17/2021 4:00:00 AM,2021,July,Saturday,17,198,19,D14,"Private Property Structure (Pool, Shed, Detached Garage)",Other,UK,,OT,8,DGR,1500,STOLEN,THEFT UNDER,172,Dovercourt Village (172),093,Dovercourt-Wallace Emerson-Junction (93),-79.4260120282616,43.6691364169109,-8841663.21469738,5414382.23500645
27360,GO-20211345867,7/16/2021 4:00:00 AM,2021,July,Friday,16,197,14,7/17/2021 4:00:00 AM,2021,July,Saturday,17,198,21,D11,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,OTHER,,EL,10,BLK,,STOLEN,THEFT OF EBIKE UNDER $5000,083,Dufferin Grove (83),083,Dufferin Grove (83),-79.442999318999,43.6555983081229,-8843554.23128145,5412299.00008847
27361,GO-20211342825,7/16/2021 4:00:00 AM,2021,July,Friday,16,197,19,7/17/2021 4:00:00 AM,2021,July,Saturday,17,198,17,D14,"Single Home, House (Attach Garage, Cottage, Mobile)",House,UNKNOWN MAKE,,RG,1,BLK,200,STOLEN,B&E,079,University (79),079,University (79),-79.4087902359914,43.6642283081187,-8839746.09358139,5413626.92427818
27362,GO-20219017873,7/16/2021 4:00:00 AM,2021,July,Friday,16,197,0,7/17/2021 4:00:00 AM,2021,July,Saturday,17,198,11,D32,"Apartment (Rooming House, Condo)",Apartment,SU,OUTLOOK DUAL SU,MT,21,GRY,330,STOLEN,THEFT UNDER - BICYCLE,035,Westminster-Branson (35),035,Westminster-Branson (35),-79.4487239353657,43.7855004148449,-8844191.49261956,5432307.66034266
27363,GO-20219017867,7/14/2021 4:00:00 AM,2021,July,Wednesday,14,195,17,7/17/2021 4:00:00 AM,2021,July,Saturday,17,198,10,D51,"Apartment (Rooming House, Condo)",Apartment,OT,GRAVEL,RG,7,LBL,621.47998046875,STOLEN,THEFT UNDER,166,St Lawrence-East Bayfront-The Islands (166),077,Waterfront Communities-The Island (77),-79.3573574607533,43.6513401904438,-8834020.6232583,5411643.86091104
27364,GO-20219017781,7/15/2021 4:00:00 AM,2021,July,Thursday,15,196,20,7/17/2021 4:00:00 AM,2021,July,Saturday,17,198,17,D52,"Apartment (Rooming House, Condo)",Apartment,CA,QUICK CX4,RG,25,GRY,825,STOLEN,THEFT UNDER,165,Harbourfront-CityPlace (165),077,Waterfront Communities-The Island (77),-79.3831355417969,43.6402723789105,-8836890.22610885,5409941.22336647
27365,GO-20211342825,7/16/2021 4:00:00 AM,2021,July,Friday,16,197,19,7/17/2021 4:00:00 AM,2021,July,Saturday,17,198,17,D14,"Single Home, House (Attach Garage, Cottage, Mobile)",House,UNKNOWN MAKE,,RG,1,ONGGRY,300,STOLEN,B&E,079,University (79),079,University (79),-79.4087902359914,43.6642283081187,-8839746.09358139,5413626.92427818
